,full_text,user,location,date,sentiment
3966,pfizer s covid19vaccine proves effective in first results from phase clinical trial based on the press release theyll submit it for fda emergency authorization in weeks pfizer still thinks it can produce m units by eoy,TomBasgil,North Jersey,11/9/2020 13:34,positive
3967,week after the election finally releases positive interim report that its covid19vaccine is more than effective also this is the breakdown of political contributions by pfizers board members to dems to reps,er_dubbs,What day is it?,11/9/2020 13:34,positive
3968,awesome news this monday morning pfizer one of the premier pharmaceutical companies in the world have announced that early analysis shows its covid19 vaccine is effective finally coronavirus covid19 covid19vaccine,EddyCosta1964,"Milton, Ontario.",11/9/2020 13:31,positive
3969,newsalert covid19vaccine breakthrough pfizer vaccine is effective,nitin_kadiyan,"Lucknow, India",11/9/2020 13:27,positive
3970,happy monday some good news to start the week off covid19 vaccine candidate is effective says manufacturer covid19vaccine,ZRamaniah,Toronto,11/9/2020 13:25,positive
3971,degree fridge is that the storage temperature the vaccine needs or is it what boris johnson requires to hide covid19vaccine,Madincroydon,,11/9/2020 13:24,negative
3972,fuck you covydeeonenine weve fucked you in the ass and you didnt see it coming covid19vaccine,BeanDoneBefore,"Hemyock, England",11/9/2020 13:23,negative
3973,covid19vaccine very good hope for getting a vaccine soon for the prevention of covid19 infection with more than protection from coronavirus infection by pfizer congratulations to pfizer for leading the covid19vaccine race maaleem neurologist trichy tamilnadu india,drmaaleem,"Trichy,Tamil Nadu India",11/9/2020 13:22,positive
3974,you couldnt trump timing covid19vaccine,nomorequangos,"Kilfenora, Co. Clare, Ireland.",11/9/2020 13:22,neutral
3975,effectiveness is fantastic for a vaccine vaccine covid19vaccine,Naheed41287300,,11/9/2020 13:22,positive
3976,pfizer s early data shows vaccine is more than effective hope it really works covid19vaccine,banglab,"san diego, ca",11/9/2020 13:20,positive
3977,pfizer and biontech s covid19 vaccine found to be effective covid19vaccine,m_a_chaudhry,,11/9/2020 13:19,positive
3978,covid19vaccine percenteffective in first analysis pfizer says today is a great day for science and humanity albert bourla pfizers chairman and chief executive said in a statement,Merton_G3,SOUTHERN CALIFORNIA,11/9/2020 13:16,positive
3979,what will bitcoin do in response to stock market particularly futures after news about pfizer and covid19vaccine this will be interesting,melafela,"New Jersey, USA",11/9/2020 13:14,positive
3980,vaccines have literally saved hundreds of millions billions of lives around the world here is one fascinating graphic on the efficacy and effectiveness of some vaccines the covid19vaccine just announced should be a feather in the cap of science,SonyKapoor,"Oslo, Norway",11/9/2020 13:13,positive
3981,please check your facts on operation warp speed i believe pfizer did not take federal funding but was part of and benefitted from the overall effort including rapid fda reviews and interactions covid19 covid19vaccine,libertydoc82,,11/9/2020 13:13,positive
3982,pfizer says early analysis shows its covid19 vaccine is effective covid19vaccine covid19,nothinbettah2do,"AnyTownForGunControl, USA",11/9/2020 13:12,positive
3983,wow healing news covid19vaccine,sandunruki,Sri Lanka,11/9/2020 13:12,positive
3984,breaking in a landslide development pharmaceutical companies claim that their vaccine prevents more than of infection in a study of tens kd thousands volunteers tokalert covid19vaccine read,TOKCityOfLights,"Karachi, Pakistan",11/9/2020 13:09,positive
3985,pfizer says early data signals covid19 vaccine is effective covid19vaccine to read it on the web tap here,ShoeRepairLady,"St Peters, MO",11/9/2020 13:08,positive
3986,the big story for years for the global great news for science and health pfizer vaccine covid19vaccine,TheNormalTrader,,11/9/2020 13:08,positive
3987,breaking pfizer says covid19 vaccine effective against virus time covid19sa covid19vaccine,SB_Melbourne,Australia,11/9/2020 13:07,positive
3988,qampa where are we in the covid19vaccine race,thetribunechd,Chandigarh,11/9/2020 13:06,neutral
3989,cinema airline restaurant pub and hotel stocks are rising pfizer vaccine covid19vaccine,TheNormalTrader,,11/9/2020 13:05,neutral
3990,news on covid19vaccine,IAPOvoice,London,11/9/2020 13:04,neutral
3991,this is a good way to start the week announce potential covid19vaccine biotech medtech heathtech lifesciences,OfficeOccupier,"Ontario, CA",11/9/2020 13:04,positive
3992,there is light at the end of the tunnel lockdown vaccine pfizer covid19vaccine,TheNormalTrader,,11/9/2020 13:03,neutral
3993,today the stockmarkets are cruising up up and up pfizer vaccine covid19vaccine coronavirusvaccine,TheNormalTrader,,11/9/2020 13:01,neutral
3994,pfizer and biontech have a billion contract with the us government to deliver million covid19vaccine doses beginning this year they have also reached supply agreements with the european union the united kingdom canada and japan,DraganaObrado20,"Belgrade, Republic of Serbia",11/9/2020 12:58,positive
3995,what a way to start the week covid19vaccine,SandyJ_T,Global/Chicagoland USA,11/9/2020 12:58,neutral
3996,epaz zm epazz inc otc pink epaz and zoom nasdaq zm for a covid19 surge cydy azn bbio pfe rhhby canf epix mrk gnca sybx xyn regn rgnx bmy lly abt pg amgn gsk gild celg coronavirus covid19 covid19vaccine covid19cure,EmergingGrowth1,,11/9/2020 12:57,neutral
3997,we are one step close to potentially providing people around the world with a muchneeded breakthrough to help bring an end to this global pandemic pfizer and biontech announced positive efficacy results of potential covid19 vaccine covid19vaccine,SriLankaTweet,Sri Lanka,11/9/2020 12:57,positive
3998,ray of hope covid19 covid19vaccine,iamandy1987,"Mumbai, India",11/9/2020 12:56,positive
3999,under trump s administration they did all the legwork but should a vaccine come out after the inauguration whoever is sworn in will get all the credit for the covid19vaccine pfizer,HPBarb1965,"Michigan, USA",11/9/2020 12:54,positive
4000,well done pfizer on vaccine for covid19 covid19vaccine and we can look forward to a competent and fair distribution by the new biden administration to all americans,georgiamykonos,GREECE,11/9/2020 12:53,positive
4001,covid19vaccine a very timely announcement from americas pfizer good job they didnt declare it last monday as usa amp the world wouldcould have been still stuck with trump timingiseverything,wezlangdon,South Wales,11/9/2020 12:50,positive
4002,pfizer and biontech s covid19vaccine found to be effective via aircargo airfreightnews airtransportnews,AirCargoEye,Global,11/9/2020 12:49,positive
4003,going on to social media and reading the comments below the press release about the pfizer vaccine covid19 covid19vaccine covidvaccine,MarkatCIFF,"Zurich, Switzerland",11/9/2020 12:48,neutral
4004,potential good news about a covid19vaccine,lamarshall,"Durham, NC",11/9/2020 12:46,positive
4005,pfizer and biontech s covid19vaccine found to be effective via,ThelmaEtim1,UK,11/9/2020 12:45,positive
4006,pfizer says early data signals covid19vaccine is effective,thetribunechd,Chandigarh,11/9/2020 12:44,positive
4007,early positive covid19vaccine released by this effective in preventing covid19 in participants wo prior infxn analysis of cases n43538 release pharmacists,RIpharmacists,,11/9/2020 12:44,positive
4008,great news covid19vaccine first vaccine offers protection vaccine candidate was found to be more than effective in preventing covid19 in participants without evidence of prior sarscov2 infection in the first interim analysis,ExtraInsights,Kolkata,11/9/2020 12:43,positive
4009,good news but does your gp have a degree fridge covid19vaccine,djnicholl,By my (cleaned) tendon hammer,11/9/2020 12:43,positive
4010,bring it on covid19vaccine,ailbhes,Dublin,11/9/2020 12:42,neutral
4011,covid vaccine pfizer says drug more than effective in preventing infection covid19vaccine,AdityaRPatro,Global,11/9/2020 12:41,positive
4012,good news covid19vaccine,Samia_Mahmet,Somalia,11/9/2020 12:41,positive
4013,with a success rate of in the phase covid19 vaccine trials both pfizer pfe and biontech bntx company shares raised more than at the premarket pfizer pfe biontech bntx covid19 coronavirus covid19vaccine,stock_league,"San Francisco, CA",11/9/2020 12:40,positive
4014,pfizer board members and shareholders at this news pfizer covid19vaccine,chriskane0,The world,11/9/2020 12:39,neutral
4015,news just in take a lead in covid19vaccine race st interim efficacy analysis of ph3 trials shows vaccine more than effective in preventing covid19 in those with no prior covid exposure ph3 trials ongoing final vaccine efficacy percentage may vary,archanajsr,Mumbai,11/9/2020 12:39,positive
4016,usbased pharmaceutical major and german biotech firm on monday said that their vaccine candidate was found to be more than per cent effective in preventing covid19 in first interim analysis of data from late stage phase3 trial covid19vaccine,ians_india,New Delhi,11/9/2020 12:39,positive
4017,wall street has its hopes up says i don t want to get my hopes up too quickly though covid19vaccine,wil_dur,"Vauxhall, London",11/9/2020 12:36,positive
4018,pfizercovid19vaccine effective must be sorted in degree certainly not for most of third world countries pfizer covid19vaccine covid19 coronavirus,jsaeedsh,"Laghman, Afghanistan",11/9/2020 12:35,positive
4019,great news coming from and their covid19vaccine this disease can be beaten if we have the right people in the bus amp a plan bidenharris2020,Alphipps64,Olympia WA/Cincinnati OH,11/9/2020 12:35,positive
4020,a vaccine jointly developed by pfizer and biontech is per cent effective in preventing covid19 infections in ongoing phase three trials the companies have announced pfizer biontech covid19vaccine,NewIndianXpress,Chennai,11/9/2020 12:35,positive
